step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0072992700729927005,0.0012165450121654502,0.0,0.002720277344890255,0.0072992700729927005,0.0
6,0.0,0.0010427528675703858,0.0,0.0025542124533714057,0.0072992700729927005,0.0
7,0.006097560975609756,0.001674603881075307,0.0,0.0029160162932857997,0.0072992700729927005,0.0
8,0.007352941176470588,0.0023055302472303383,0.0,0.0032776365113761927,0.007352941176470588,0.0
9,0.0,0.0020749772225073042,0.0,0.0031854361185740523,0.007352941176470588,0.0
10,0.0,0.0018863429295520949,0.0,0.0030952184717695772,0.007352941176470588,0.0
11,0.0,0.0017291476854227536,0.0,0.0030089576929889436,0.007352941176470588,0.0
12,0.0,0.0015961363250056187,0.0,0.002927402001386354,0.007352941176470588,0.0
13,0.003257328990228013,0.0017147929439500756,0.0,0.002853172692388608,0.007352941176470588,0.0
14,0.0,0.0016004734143534038,0.0,0.002789418126828625,0.007352941176470588,0.0
15,0.0,0.001500443825956316,0.0,0.0027284865624941186,0.007352941176470588,0.0
16,0.0,0.0014121824244294739,0.0,0.0026704606690852906,0.007352941176470588,0.0
17,0.0,0.0013337278452945033,0.0,0.0026153031497252632,0.007352941176470588,0.0
18,0.0,0.001263531642910582,0.0,0.0025629115587847023,0.007352941176470588,0.0
19,0.0,0.0012003550607650529,0.0,0.0025131502552264645,0.007352941176470588,0.0
20,0.0,0.0011431952959667171,0.0,0.002465869153886365,0.007352941176470588,0.0
21,0.0,0.0010912318734227753,0.0,0.002420914698568209,0.007352941176470588,0.0
22,0.0,0.0010437870093609155,0.0,0.002378136182556474,0.007352941176470588,0.0
23,0.0,0.0010002958839708774,0.0,0.002337389257744315,0.007352941176470588,0.0
24,0.0,0.0009602840486120423,0.0,0.002298537736862408,0.007352941176470588,0.0
25,0.0,0.0009233500467423484,0.0,0.002261454361141604,0.007352941176470588,0.0
26,0.0,0.0008891518968630022,0.0,0.0022260209473009885,0.007352941176470588,0.0
27,0.0,0.0008573964719750378,0.0,0.0021921281706258127,0.007352941176470588,0.0
28,0.0072992700729927005,0.0010795300444239226,0.0,0.00245384079490785,0.007352941176470588,0.0
29,0.0,0.0010435457096097918,0.0,0.0024203666643859228,0.007352941176470588,0.0
30,0.005376344086021506,0.00118331339917146,0.0,0.00250105010367805,0.007352941176470588,0.0
31,0.0,0.001146334855447352,0.0,0.002470256019428551,0.007352941176470588,0.0
32,0.0,0.001111597435585311,0.0,0.0024404640426496445,0.007352941176470588,0.0
33,0.0,0.0010789033933622137,0.0,0.0024116313905960416,0.007352941176470588,0.0
34,0.005050505050505051,0.0011923777264234376,0.0,0.002467304993906563,0.007352941176470588,0.0
35,0.0,0.0011592561229116754,0.0,0.002440674194389108,0.007352941176470588,0.0
36,0.0,0.001127924876346495,0.0,0.0024147945615307174,0.007352941176470588,0.0
37,0.0,0.0010982426427584293,0.0,0.002389639632872276,0.007352941176470588,0.0
38,0.0,0.0010700825749953926,0.0,0.002365183129272976,0.007352941176470588,0.0
39,0.0,0.0010433305106205078,0.0,0.0023413991968707446,0.007352941176470588,0.0
40,0.0,0.0010178834249956173,0.0,0.0023182625790261475,0.007352941176470588,0.0
41,0.0,0.0009936481053528646,0.0,0.0022957487352897503,0.007352941176470588,0.0
42,0.0,0.0009705400098795422,0.0,0.0022738339203048027,0.007352941176470588,0.0
43,0.0,0.0009484822823822798,0.0,0.0022524952324651814,0.007352941176470588,0.0
44,0.0,0.0009274048983293402,0.0,0.0022317106398202368,0.007352941176470588,0.0
45,0.0,0.0009072439222787025,0.0,0.0022114589889561543,0.007352941176470588,0.0
46,0.0,0.0008879408601025599,0.0,0.0021917200012439475,0.007352941176470588,0.0
47,0.0,0.0008694420921837565,0.0,0.0021724742598217316,0.007352941176470588,0.0
48,0.004464285714285714,0.0009428062477368576,0.0,0.0022094514032410537,0.007352941176470588,0.0
49,0.0,0.0009239501227821205,0.0,0.0021912243409074545,0.007352941176470588,0.0
50,0.0,0.0009058334537079613,0.0,0.0021734140061114796,0.007352941176470588,0.0
51,0.0,0.0008884135795981928,0.0,0.0021560063921749807,0.007352941176470588,0.0
52,0.006211180124223602,0.0009888431370439553,0.0,0.0022550245193047893,0.007352941176470588,0.0
53,0.00398406374501992,0.0010443101853398066,0.0,0.0022702479727733926,0.007352941176470588,0.0
54,0.0,0.0010253227274245372,0.0,0.00225383774237762,0.007352941176470588,0.0
55,0.0,0.0010070133930062419,0.0,0.002237747053446964,0.007352941176470588,0.0
56,0.0,0.0009893464913745536,0.0,0.0022219674787951624,0.007352941176470588,0.0
57,0.005714285714285714,0.0010708109607350908,0.0,0.0022869837317266587,0.007352941176470588,0.0
58,0.0,0.0010526616224175468,0.0,0.002271728557787647,0.007352941176470588,0.0
