episode,length,time,reward,delta
0,51.0,0.0027832090652282204,0.0,-5.017854214123111e-06
1,66.0,0.0035984604724035307,0.0,-0.00022163717583339082
2,22.0,0.0012884639456842706,0.0,-0.00011081858791669541
3,51.0,0.003924984176364887,0.0,-0.00019353837672009548
4,8.0,0.0004728599208192463,0.0,-0.00022889123889143143
5,50.0,0.0025614127262088004,0.0,-0.0003652738114799989
6,54.0,0.0030741184123144194,0.0,1.2310748617361971e-05
7,50.0,0.003538162898621522,0.0,0.00022619409617872686
8,94.0,0.004744819609641127,0.0,1.8325646599990373e-05
9,102.0,0.005775872860340314,0.0,-9.718029836245387e-05
10,37.0,0.0026657874739157705,0.0,0.00031985674399782595
11,15.0,0.0008409924769239296,0.0,-0.00016797656247669436
12,100.0,0.006378495980925436,0.0,0.00038062889902740817
13,4.0,0.0003698956427342637,0.0,-4.859014918122699e-05
14,51.0,0.002643925195570773,0.0,-2.429507459061344e-05
15,43.0,0.0023375006833248335,0.0,-0.00010191048442272598
16,20.0,0.001087824650312541,0.0,0.00040508716544573593
17,33.0,0.0017563872231676214,0.0,-0.00024576945815477026
18,34.0,0.0022779083442401316,0.0,3.15806974282997e-05
19,24.0,0.0012958689108018007,0.0,0.0003283251842730665
20,31.0,0.0017831861448485142,0.0,0.00044174823638780923
21,6.0,0.000453113347020917,0.0,0.00022087411819390467
22,9.0,0.0005155266251222201,0.0,0.00023599260264870836
23,30.0,0.0026192419784365484,0.0,-0.00013345927781075796
24,14.0,0.0008159566420999909,0.0,0.00011043705909695239
25,15.0,0.0008247720768395084,0.0,0.0001641625921365333
26,39.0,0.0023230433700973663,0.0,0.0002394670377326345
27,38.0,0.0020123874487580906,0.0,0.0004711349638725098
28,5.0,0.0005402098424838186,0.0,0.0002355674819362549
29,10.0,0.0006297746599557286,0.0,0.00033480053242247694
30,89.0,0.004751166722826383,0.0,0.0004326577384930078
31,38.0,0.0023223381354000594,0.0,-8.907656448031752e-05
32,40.0,0.00425150788009887,0.0,-0.00012658951591606636
33,26.0,0.0013709764150462433,0.0,-6.672963890537898e-05
34,67.0,0.003836124593817658,0.0,-4.304004815251208e-05
35,16.0,0.0009242101809832093,0.0,0.00011973351886631722
36,6.0,0.0008388767726046353,0.0,0.00041781255335611103
37,42.0,0.0022712086138199084,0.0,5.986675943315861e-05
38,7.0,0.0006343586860566575,0.0,1.5790348714149797e-05
39,9.0,0.0005257525294837251,0.0,0.0002089062766780555
40,4.0,0.0003374548430201685,0.0,0.00010445313833902774
41,8.0,0.0004989536078028323,0.0,0.0004372567672877582
42,14.0,0.001250733884944566,0.0,7.895174357074844e-06
43,14.0,0.0010162433200093801,0.0,-2.3041991769979196e-05
44,6.0,0.0004989536078028323,0.0,0.0003458210792472936
45,12.0,0.0008917693810417404,0.0,-0.0004116335021241127
46,17.0,0.0010712516332205269,0.0,-0.00016466947725854843
47,28.0,0.0015550426933259587,0.0,-1.1520995884989598e-05
48,88.0,0.005243067982746652,0.0,0.00022608824787635697
49,29.0,0.0022176107704581227,0.0,-0.0002626228620262041
50,42.0,0.002792024499967738,0.0,2.5375035392359514e-05
51,7.0,0.0005268103818707459,0.0,0.00035544062324810726
52,7.0,0.0004707442167273257,0.0,0.00032051221265552536
53,10.0,0.000555725007870933,0.0,0.00028421684217244377
54,9.0,0.0004982483731055254,0.0,0.00017772031162405363
55,44.0,0.0028932256911957666,0.0,0.00035826215423364206
56,15.0,0.0009351413202693948,0.0,0.0003420194854184837
