steps,time,reward,delta,converged
1,0.0013900177542609526,0.0,0.0005554923110830277,False
2,0.0031227796123403095,0.0,0.0006681490218106752,False
3,0.0018953184752490415,0.0,0.0006681490218106752,False
4,0.0016629436146899934,0.0,0.0006681490218106752,False
5,0.0008053781204466759,0.0,0.0006681490218106752,False
6,0.0004538185818887541,0.0,0.0006681490218106752,False
7,0.001994051344638592,0.0,0.0006681490218106752,False
8,0.0018727509622067373,0.0,0.0006681490218106752,False
9,0.0014912189454321378,0.0,0.0006681490218106752,False
10,0.005331222330539731,0.0,0.0006681490218106752,False
11,0.004520554949237976,0.0,0.0006681490218106752,False
12,0.00186464076222137,0.0,0.0006681490218106752,False
13,0.0013695659456516296,0.0,0.0006681490218106752,False
14,0.0006347113032916241,0.0,0.0006681490218106752,False
15,0.0045071554883975296,0.0,0.0006681490218106752,False
16,0.0032461956990914587,0.0,0.0006681490218106752,False
17,0.0012137090589590116,0.0,0.0006681490218106752,False
18,0.0003716587298185914,0.0,0.0006681490218106752,False
19,0.004405954297283188,0.0,0.0006681490218106752,False
20,0.0014284530498684944,0.0,0.0006681490218106752,False
21,0.0006456424424641227,0.0,0.0006681490218106752,False
22,0.0038283670112377877,0.0,0.0006681490218106752,False
23,0.002110767700969518,0.0,0.0006681490218106752,False
24,0.001253554824074854,0.0,0.0006681490218106752,False
25,0.0016936213277176648,0.0,0.0006681490218106752,False
26,0.003916873976265833,0.0,0.0006681490218106752,False
27,0.001215472145872809,0.0,0.0006681490218106752,False
28,0.0020116822141744706,0.0,0.0006681490218106752,False
29,0.0010768935113105726,0.0,0.0006681490218106752,False
30,0.001578315440951883,0.0,0.0006681490218106752,False
31,0.0007937417465200269,0.0,0.0006681490218106752,False
32,0.00035755403416715126,0.0,0.0006681490218106752,False
33,0.0008561550246781735,0.0,0.0006681490218106752,False
34,0.0027278481347252637,0.0,0.0006681490218106752,False
35,0.0005447938686984344,0.0,0.0006681490218106752,False
36,0.0010264692244277285,0.0,0.0006681490218106752,False
37,0.0016759904581817864,0.0,0.0006681490218106752,False
38,0.006608755137222033,0.0,0.0006681490218106752,False
39,0.0008099621464907614,0.0,0.0006681490218106752,False
40,0.0008159566421568343,0.0,0.0006681490218106752,False
41,0.0005447938686984344,0.0,0.0006681490218106752,False
42,0.003721171324457373,0.0,0.0006681490218106752,False
43,0.0013060948153338359,0.0,0.0006681490218106752,False
44,0.0006474055293779202,0.0,0.0006681490218106752,False
45,0.003827309159021297,0.0,0.0006681490218106752,False
46,0.0012814115979722374,0.0,0.0006681490218106752,False
47,0.0014764090150265474,0.0,0.0006681490218106752,False
48,0.0005546671556544425,0.0,0.0006681490218106752,False
49,0.0005296313208873471,0.0,0.0006681490218106752,False
50,0.0008508657638230943,0.0,0.0006681490218106752,False
51,0.0021326299792008285,0.0,0.0006681490218106752,False
52,0.000328992025572461,0.0,0.0006681490218106752,False
53,0.001358282189073634,0.0,0.0006681490218106752,False
54,0.0007186342423324277,0.0,0.0006681490218106752,False
55,0.0062526115725631826,0.0,0.0006681490218106752,False
56,0.0006202539902915305,0.0,0.0006681490218106752,False
57,0.0005892236599720491,0.0,0.0006681490218106752,False
58,0.0012722435457703796,0.0,0.0006681490218106752,False
59,0.0007683532944042781,0.0,0.0006681490218106752,False
60,0.00037201134722408824,0.0,0.0006681490218106752,False
61,0.0021153517270136035,0.0,0.0006681490218106752,False
62,0.004308984514807435,0.0,0.0006681490218106752,False
63,0.0024524539525714317,0.0,0.0006681490218106752,False
64,0.0008988217289811473,0.0,0.0006681490218106752,False
65,0.0006357691554512712,0.0,0.0006681490218106752,False
66,0.0019834728228715903,0.0,0.0006681490218106752,False
67,0.0009827446679651075,0.0,0.0006681490218106752,False
68,0.0015670316844307308,0.0,0.0006681490218106752,False
69,0.0012528495892638603,0.0,0.0006681490218106752,False
70,0.004090009115145676,0.0,0.0006681490218106752,False
71,0.0016576543538349142,0.0,0.0006681490218106752,False
72,0.0006019178860015018,0.0,0.0006681490218106752,False
73,0.0013998910412169607,0.0,0.0006681490218106752,False
74,0.0009968493636165476,0.0,0.0006681490218106752,False
75,0.0004238461036720764,0.0,0.0006681490218106752,False
76,0.0009499512506181418,0.0,0.0006681490218106752,False
77,0.0004238461036720764,0.0,0.0006681490218106752,False
78,0.0009919127201669653,0.0,0.0006681490218106752,False
79,0.001026821841776382,0.0,0.0006681490218106752,False
80,0.0014640674063457482,0.0,0.0006681490218106752,False
81,0.0017941172840778563,0.0,0.0006681490218106752,False
82,0.0010388108331085277,0.0,0.0006681490218106752,False
83,0.004650670766466192,0.0,0.0006681490218106752,False
84,0.000850160529068944,0.0,0.0006681490218106752,False
85,0.0011967834241772835,0.0,0.0006681490218106752,False
86,0.001010601441862491,0.0,0.0006681490218106752,False
87,0.0007838684596208623,0.0,0.0006681490218106752,False
88,0.0009492460158639915,0.0,0.0006681490218106752,False
89,0.0023540737005305346,0.0,0.0006681490218106752,False
90,0.0019735995359724257,0.0,0.0006681490218106752,False
91,0.001159053363323892,0.0,0.0006681490218106752,False
92,0.0008290034856486272,0.0,0.0006681490218106752,False
93,0.0006495212337540579,0.0,0.0006681490218106752,False
94,0.0012048936241626507,0.0,0.0006681490218106752,False
95,0.002878415760619646,0.0,0.0006681490218106752,False
96,0.0005031850165551077,0.0,0.0006681490218106752,False
97,0.001007427885326706,0.0,0.0006681490218106752,False
98,0.0034418983509567624,0.0,0.0006681490218106752,False
99,0.0021788228573882407,0.0,0.0006681490218106752,False
100,0.0016795166320662247,0.0,0.0006681490218106752,False
101,0.0007524855117821971,0.0,0.0006681490218106752,False
102,0.0019982827532771807,0.0,0.0006681490218106752,False
103,0.0010649045200352703,0.0,0.0006681490218106752,False
104,0.0014348001628832208,0.0,0.0006681490218106752,False
105,0.0009838025201247547,0.0,0.0006681490218106752,False
106,0.0008349979812578567,0.0,0.0006681490218106752,False
107,0.0013434722586680437,0.0,0.0006681490218106752,False
108,0.0010708990157013432,0.0,0.0006681490218106752,False
