steps,time,reward,delta,converged
1,0.006881328380188734,0.0,0,False
2,0.007549185718289664,0.0,0,False
3,0.004435221540688872,0.0,0,False
4,0.002861137508432421,0.0,0,False
5,0.005003993391937911,0.0,0,False
6,0.0015155495453882395,0.0,0,False
7,0.0036682787158497376,0.0,0,False
8,0.015224961079866262,0.0,0,False
9,0.004135496758522095,0.0,0,False
10,0.004473304218890917,0.0,0,False
11,0.023944131300595473,0.0,0,False
12,0.0013473510499579788,0.0,0,False
13,0.008845054629205151,0.0,0,False
14,0.012757697196832396,0.0,0,False
15,0.01037224054852004,0.0,0,False
16,0.017477480971876957,0.0,0,False
17,0.0009739292331687466,0.0,0,False
18,0.0016833954234130033,0.0,0,False
19,0.010032317383888767,0.0,0,False
20,0.008951545081288259,0.0,0,False
21,0.007690937909387685,0.0,0,False
22,0.006390837589719922,0.0,0,False
23,0.002430944291745618,0.0,0,False
24,0.002071274553202329,0.0,0,False
25,0.006432446441806405,0.0,0,False
26,0.004410185705921776,0.0,0,False
27,0.009616581480202058,0.0,0,False
28,0.00237910953529763,0.0,0,False
29,0.0020007510750588153,0.0,0,False
30,0.028139925633013263,0.0,0,False
31,0.012768980953410392,0.0,0,False
32,0.0042162461410271135,0.0,0,False
33,0.03031557493386572,0.0,0,False
34,0.0032070551687297666,0.0,0,False
35,0.01396858531666112,0.0,0,False
36,0.006315730085475479,0.0,0,False
37,0.026788695791651662,0.0,0,False
38,0.0042670230453154545,0.0,0,False
39,0.015912917609171018,0.0,0,False
40,0.001311384076188915,0.0,0,False
41,0.011963602832906872,0.0,0,False
42,0.012454446240838024,0.0,0,False
43,0.0036883779071104073,0.0,0,False
44,0.013650877047552967,0.0,0,False
45,0.0048276846965791265,0.0,0,False
46,0.0043149790104735075,0.0,0,False
47,0.0016703485799212103,0.0,0,False
48,0.007435995535843176,0.0,0,False
49,0.0004975431383513751,0.0,0,False
50,0.015564884244497534,0.0,0,False
51,0.008190596752058354,0.0,0,False
52,0.0014665357280705393,0.0,0,False
53,0.01619889031309185,0.0,0,False
54,0.013106435796316873,0.0,0,False
55,0.00997589860133985,0.0,0,False
56,0.003073765795079453,0.0,0,False
57,0.020117527376328326,0.0,0,False
58,0.035078378030505064,0.0,0,False
59,0.017458792250181432,0.0,0,False
60,0.0029320136039814315,0.0,0,False
61,0.026094744766680833,0.0,0,False
62,0.014812751350120834,0.0,0,False
63,0.00062624848590076,0.0,0,False
64,0.015967573304749294,0.0,0,False
65,0.013263350535169138,0.0,0,False
66,0.028810956527593135,0.0,0,False
67,0.009146895115691223,0.0,0,False
68,0.007425769631538515,0.0,0,False
69,0.030210847568753252,0.0,0,False
70,0.002744421152101495,0.0,0,False
71,0.009242807046007329,0.0,0,False
72,0.028678725006045624,0.0,0,False
73,0.011413167085947862,0.0,0,False
74,0.014235869298829584,0.0,0,False
75,0.0017722550058465458,0.0,0,False
76,0.0230999652671926,0.0,0,False
77,0.019363278777575488,0.0,0,False
78,0.0017214781015582048,0.0,0,False
79,0.015205919740765239,0.0,0,False
80,0.029015827231603453,0.0,0,False
81,0.013952012299284888,0.0,0,False
82,0.0025021730047001256,0.0,0,False
83,0.013867031508084438,0.0,0,False
84,0.021428911452460397,0.0,0,False
85,0.028639937093032586,0.0,0,False
86,0.006244501372577815,0.0,0,False
87,0.007754056422356825,0.0,0,False
88,0.026571836096422885,0.0,0,False
89,0.02820057582420077,0.0,0,False
90,0.002851264221476413,0.0,0,False
91,0.009483997341305894,0.0,0,False
92,0.011620506111739815,0.0,0,False
93,0.007934243908948702,0.0,0,False
94,0.026778117269998347,0.0,0,False
95,0.028871959336186137,0.0,0,False
96,0.000993323189675266,0.0,0,False
97,0.030517977316094402,0.0,0,False
98,0.02726437665182857,0.0,0,False
99,0.029057436083689936,0.0,0,False
100,0.007788965543966242,0.0,0,False
101,0.0060473882511473676,0.0,0,False
102,0.009053098889808098,0.0,0,False
103,0.005452170095566089,0.0,0,False
104,0.035520912855872666,0.0,0,False
105,0.025085201177034833,0.0,0,False
106,0.010275623383449783,0.0,0,False
107,0.028522162884542013,0.0,0,False
108,0.02507144909878889,0.0,0,False
109,0.013424849300179176,0.0,0,False
110,0.027186095591048343,0.0,0,False
111,0.01904768621278663,0.0,0,False
112,0.012639217753587673,0.0,0,False
113,0.031316655706120855,0.0,0,False
114,0.009634212349737936,0.0,0,False
115,0.04045508800447806,0.0,0,False
116,0.032917186042709545,0.0,0,False
117,0.02802038833755205,0.0,0,False
118,0.035046642465317746,0.0,0,False
119,0.0430658671654669,0.0,0,False
120,0.03513550204780813,0.0,0,False
121,0.011949145519906779,0.0,0,False
122,0.02849783228458591,0.0,0,False
123,0.030504577855253956,0.0,0,False
124,0.03201060673114853,0.0,0,False
125,0.0044722463667312695,0.0,0,False
126,0.030540897446542203,0.0,0,False
127,0.0340850548408298,0.0,0,False
128,0.030316632786025366,0.0,0,False
129,0.025690645236977616,0.0,0,False
130,0.00956545195850822,0.0,0,False
131,0.03453922604012405,0.0,0,False
132,0.031321239732221784,0.0,0,False
133,0.0383527831208994,0.0,0,False
134,0.03373913718047561,0.0,0,False
135,0.03302543958170645,0.0,0,False
136,0.03038010391634316,0.0,0,False
137,0.0302595087687223,0.0,0,False
138,0.032165405765624655,0.0,0,False
139,0.02936668153535038,0.0,0,False
140,0.028202691528520063,0.0,0,False
141,0.03223875018289846,0.0,0,False
142,0.026703362383102558,0.0,0,False
143,0.028667441249524472,0.0,0,False
144,0.007342199309960051,0.0,0,False
145,0.02736134643424748,0.0,0,False
146,0.026350039757573995,0.0,0,False
147,0.027852895076932782,0.0,0,False
148,0.02802532498100163,0.0,0,False
149,0.026651527626711413,0.0,0,False
150,0.03170241913159089,0.0,0,False
151,0.028350790832689654,0.0,0,False
152,0.02907365648366067,0.0,0,False
153,0.03917191331959202,0.0,0,False
154,0.029939332177889355,0.0,0,False
155,0.029208003709527475,0.0,0,False
156,0.028073986180913835,0.0,0,False
157,0.02635779734021071,0.0,0,False
158,0.0294474309178554,0.0,0,False
159,0.027353941469016263,0.0,0,False
160,0.025970623445175534,0.0,0,False
161,0.028622306223496707,0.0,0,False
162,0.03110438003687932,0.0,0,False
163,0.03316366559880635,0.0,0,False
164,0.03245102585213999,0.0,0,False
165,0.027880046616019172,0.0,0,False
166,0.027403660521088113,0.0,0,False
167,0.03504276367402781,0.0,0,False
168,0.031800799383631784,0.0,0,False
169,0.032411180086967306,0.0,0,False
170,0.013124419283201405,0.0,0,False
171,0.031710529331576254,0.0,0,False
172,0.03386149541506711,0.0,0,False
173,0.03531040027360177,0.0,0,False
174,0.030546891942151433,0.0,0,False
175,0.03360302686769501,0.0,0,False
176,0.03175919053148846,0.0,0,False
177,0.03535800362135433,0.0,0,False
178,0.036577001941111575,0.0,0,False
179,0.046751776750852514,0.0,0,False
180,0.04161484660261294,0.0,0,False
181,0.05526783935454205,0.0,0,False
182,0.034422157066387626,0.0,0,False
183,0.036090037324584046,0.0,0,False
184,0.04274463272253115,0.0,0,False
185,0.03708864977511439,0.0,0,False
186,0.03092877657633153,0.0,0,False
187,0.02989525500407808,0.0,0,False
188,0.0437538236948285,0.0,0,False
189,0.03194114110510782,0.0,0,False
190,0.03171722906199648,0.0,0,False
191,0.03106171333263319,0.0,0,False
192,0.030467200411862905,0.0,0,False
193,0.03323277860744156,0.0,0,False
194,0.02883740283186853,0.0,0,False
195,0.027484409903593132,0.0,0,False
196,0.008500547438529793,0.0,0,False
197,0.03153527848843396,0.0,0,False
198,0.027439627495027707,0.0,0,False
199,0.02731303785168393,0.0,0,False
200,0.027922360702859805,0.0,0,True
