episode,length,time,reward,delta
0,8.0,0.000566303529524248,0.0,7.006430552353561e-05
1,26.0,0.0014690040497953305,0.0,0.00015829563644055263
2,33.0,0.001817037414468814,0.0,0.0004973222970490493
3,5.0,0.00031947135602194976,0.0,0.0006612823901958508
4,31.0,0.0017955277536430003,0.0,0.0007401188449085832
5,64.0,0.003751849037428201,0.0,8.176674575658522e-05
6,54.0,0.0026509775435670235,0.0,0.00034802246430701457
7,5.0,0.00032088182558709377,0.0,0.00018399720943334955
8,33.0,0.001646723214719259,0.0,9.199860471667477e-05
9,16.0,0.0014390315715786528,0.0,-0.00013730895903852952
10,99.0,0.005092147739617303,0.0,0.000255618038768635
11,106.0,0.00745750519666899,0.0,-6.86544795192647e-05
12,21.0,0.0010966400852225888,0.0,-6.863989749355658e-05
13,27.0,0.001357224336913987,0.0,0.00024866114852452456
14,14.0,0.0016227452321686542,0.0,0.00023154570367152165
15,39.0,0.0026312309697118508,0.0,0.0001265714785707501
16,39.0,0.0020377759010443697,0.0,0.0002461766863817317
17,16.0,0.000963703328864085,0.0,-3.432723975963241e-05
18,25.0,0.0021044205879547917,0.0,0.00020743270235300303
19,27.0,0.0019270540403795167,0.0,0.000224366442555831
20,7.0,0.00045417119923740756,0.0,0.00011218322127791555
21,60.0,0.003022636273385615,0.0,0.00012308834319086585
22,8.0,0.00068866176411575,0.0,5.6091610638957777e-05
23,27.0,0.001423516406418912,0.0,0.00011752353306675829
24,30.0,0.001492276797591785,0.0,5.8761766533379145e-05
25,5.0,0.00030536666037050963,0.0,0.00014436024486141766
26,6.0,0.0003536752428772161,0.0,2.9380883266689572e-05
27,29.0,0.0018008170144980795,0.0,8.051844566520582e-06
28,8.0,0.0006907774684918877,0.0,0.0002126127069341957
29,26.0,0.0018410153970194187,0.0,0.00019952619588970647
30,27.0,0.0015811363800253275,0.0,9.976309794485329e-05
31,31.0,0.0022563986833574745,0.0,5.299320286574101e-05
32,16.0,0.0009820394332109572,0.0,0.00010630635346709784
33,13.0,0.0007415543727233853,0.0,0.0001822246627309228
34,54.0,0.004792775574912866,0.0,0.00031408473358528487
35,11.0,0.0011012241112666743,0.0,9.11123313654614e-05
36,33.0,0.0025681124567427105,0.0,4.5556165682730755e-05
37,46.0,0.0023272747788496417,0.0,0.00030088317873321014
38,15.0,0.0007891577204759415,0.0,2.2778082841365377e-05
39,4.0,0.0002552949908931623,0.0,1.1389041420682743e-05
40,13.0,0.0006847829727689714,0.0,0.00021438198315696516
41,29.0,0.0017814230579915602,0.0,2.6496601432870505e-05
42,12.0,0.0008096095291421079,0.0,5.6945207103413715e-06
43,21.0,0.0012108881197718802,0.0,0.00022455878114824583
44,18.0,0.0009428989027924217,0.0,0.0001766634951156698
45,66.0,0.0035603777942583292,0.0,0.00031117208124462027
46,14.0,0.0008148987899971871,0.0,0.00018499180080654176
47,27.0,0.0013618083630149158,0.0,0.00026884319934844026
48,18.0,0.0011594059807862322,0.0,6.217678890901163e-05
49,9.0,0.0005201106513368359,0.0,0.00010719099157848258
50,20.0,0.001176331615511117,0.0,0.00027051363738633165
51,8.0,0.0007267444423177949,0.0,0.0004736526001847464
52,26.0,0.0013099736065669276,0.0,0.00015909914412263646
53,25.0,0.0012521443544528665,0.0,-1.2030688764859063e-05
54,31.0,0.0015666790670820774,0.0,4.070636422316676e-05
55,56.0,0.0037388021939932514,0.0,0.0001792400113090366
56,29.0,0.001739814205905077,0.0,0.00018882733846312106
57,8.0,0.0004538185818887541,0.0,9.441366923156058e-05
58,34.0,0.001684453275515807,0.0,5.901431932777226e-05
59,10.0,0.0005402098426543489,0.0,4.720683461578029e-05
60,17.0,0.0008928272333719178,0.0,0.00011899305638726721
61,26.0,0.0014563098237658778,0.0,0.0002121167363689884
62,4.0,0.0003462702777028426,0.0,0.00033326895140167875
63,17.0,0.0009689925897191642,0.0,5.318456706244188e-05
64,6.0,0.0003568487994698444,0.0,0.00026101929743302247
65,12.0,0.0006498738511027113,0.0,0.00023347970227121403
66,13.0,0.0008117252334614022,0.0,5.949652819363361e-05
67,24.0,0.0032528954295685253,0.0,0.00016949820299681534
68,12.0,0.0007225130336223629,0.0,8.474910149840762e-05
69,25.0,0.0012725961631758764,0.0,0.00020747678950840576
70,7.0,0.00039739979939668046,0.0,0.00023211370809136695
71,15.0,0.0007739951726648542,0.0,0.00021379245692987239
72,19.0,0.0009555931289355613,0.0,0.00011605685404568347
73,29.0,0.0017863597014411425,0.0,0.00010689622846493619
74,16.0,0.0008265351639238361,0.0,5.802842702284168e-05
75,27.0,0.00141223264989776,0.0,0.0003297203071018135
76,21.0,0.0010536207635141182,0.0,2.901421351142084e-05
77,12.0,0.0006452898250586259,0.0,1.4507106755710366e-05
