episode,length,time,reward,delta
0,500.0,0.030039828134249547,-2085.0,-0.4877499999999999
1,94.0,0.005249767713394249,-93.0,100.0
2,193.0,0.01046462630483802,-291.0,50.0
3,216.0,0.011895900293893646,-215.0,25.0
4,128.0,0.008058012613219034,-424.0,12.5
5,168.0,0.008764305246586446,-464.0,6.25
6,72.0,0.005208511478485889,-269.0,3.125
7,36.0,0.002293070891937532,64.0,1.5625
8,59.0,0.0030332147948683996,41.0,0.78125
9,107.0,0.005667619321229722,-403.0,0.390625
10,59.0,0.003719760854892229,-157.0,0.1953125
11,48.0,0.003044145934381959,-47.0,0.09765625
12,96.0,0.005000467217996629,-194.0,0.048828125
13,32.0,0.0018484203619664186,68.0,0.0244140625
14,80.0,0.005029734461459157,-178.0,0.01220703125
15,34.0,0.002206679631399311,66.0,0.006103515625
16,22.0,0.001200662215524062,78.0,0.0030517578125
17,49.0,0.002516277700124192,-48.0,0.00152587890625
18,19.0,0.0011343701462465106,81.0,0.000762939453125
19,20.0,0.001579373293225217,80.0,0.0003814697265625
20,27.0,0.001654480797242286,73.0,0.00019073486328125
21,20.0,0.0010493893551029032,80.0,9.5367431640625e-05
22,16.0,0.0013977753369545098,84.0,4.76837158203125e-05
23,36.0,0.0028784157607333327,64.0,2.384185791015625e-05
24,26.0,0.0018685195536818355,74.0,1.1920928955078125e-05
25,42.0,0.0022824923703410605,-41.0,5.9604644775390625e-06
26,18.0,0.0009806289635889698,-17.0,2.9802322387695312e-06
27,21.0,0.001140012024279713,79.0,1.4901161193847656e-06
28,33.0,0.0017891806405714306,67.0,7.450580596923828e-07
29,20.0,0.0010444527110848867,80.0,3.725290298461914e-07
30,19.0,0.0009947336593540967,81.0,1.862645149230957e-07
31,23.0,0.0016156928841155604,77.0,9.313225746154785e-08
32,25.0,0.001881919014522282,-24.0,4.6566128730773926e-08
33,31.0,0.0020314287880864867,-30.0,2.3283064365386963e-08
34,16.0,0.000912221189992124,84.0,1.1641532182693481e-08
35,26.0,0.0013921334584665601,-124.0,5.820766091346741e-09
36,15.0,0.0008480448245791194,-14.0,2.9103830456733704e-09
37,16.0,0.000878722537891008,84.0,1.4551915228366852e-09
38,18.0,0.0009481881638748746,82.0,7.275957614183426e-10
39,18.0,0.0010017860067819129,82.0,3.637978807091713e-10
40,36.0,0.0018769823709590128,-134.0,1.8189894035458565e-10
41,18.0,0.0009555931292197783,82.0,9.094947017729282e-11
42,19.0,0.0020328392574811005,-18.0,4.547473508864641e-11
43,34.0,0.001842073249463283,-33.0,2.2737367544323206e-11
44,16.0,0.0011396594068173727,84.0,1.1368683772161603e-11
45,17.0,0.0009658190333539096,83.0,5.6843418860808015e-12
46,18.0,0.0009869760765468527,82.0,2.8421709430404007e-12
47,19.0,0.0009912074851854413,81.0,1.4210854715202004e-12
48,16.0,0.0008416977116212365,84.0,7.105427357601002e-13
49,17.0,0.0010137749986824929,83.0,3.552713678800501e-13
50,16.0,0.0008811908592178952,84.0,1.7053025658242404e-13
51,29.0,0.0016149876496456272,71.0,8.526512829121202e-14
52,23.0,0.001297984615121095,77.0,4.263256414560601e-14
53,16.0,0.0008533340856047289,84.0,2.842170943040401e-14
54,20.0,0.0017362880316795781,80.0,1.4210854715202004e-14
55,31.0,0.002429886439585971,69.0,0.0
56,24.0,0.0012814115980290808,-23.0,0.0
57,37.0,0.001891792301194073,-135.0,0.0
58,20.0,0.0010476262677912018,80.0,0.0
59,16.0,0.0008494552944284806,84.0,0.0
60,29.0,0.001487692771206639,-127.0,0.0
61,18.0,0.0011579955112210882,82.0,0.0
62,24.0,0.0012556705282804614,-23.0,0.0
63,22.0,0.0011798577897934592,78.0,0.0
64,18.0,0.0020120348317504977,82.0,0.0
