params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",2.0151230546539267,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1}",1.874258401550108,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.2}",1.6290313423967717,100,-4.310096153846153,-13.375,-13.375,6.769230769230769,10.02162827278062
"{""discount_factor"": 0.3}",1.542686627161757,100,-3.7057692307692305,-13.375,-13.375,6.769230769230769,10.064054466649727
"{""discount_factor"": 0.4}",1.430529966307418,100,-1.6913461538461538,6.769230769230769,-13.375,6.769230769230769,9.942356466551988
"{""discount_factor"": 0.5}",1.5035485651116716,100,-2.094230769230769,6.769230769230769,-13.375,6.769230769230769,9.999333187827249
"{""discount_factor"": 0.6}",1.6315945182100222,100,-4.712980769230769,-13.375,-13.375,6.769230769230769,9.972920192095902
"{""discount_factor"": 0.7}",1.559838994899394,100,-3.3028846153846154,-3.3028846153846154,-13.375,6.769230769230769,10.072115384615383
"{""discount_factor"": 0.8}",1.7450819570970282,100,-4.5115384615384615,-13.375,-13.375,6.769230769230769,9.999333187827249
"{""discount_factor"": 0.9}",1.6908017990539292,100,-3.302884615384615,-3.3028846153846154,-13.375,6.769230769230769,10.072115384615383
