step,reward,mean,median,std,max,min
0,0.003787878787878788,0.003787878787878788,0.003787878787878788,0.0,0.003787878787878788,0.003787878787878788
1,0.0,0.001893939393939394,0.001893939393939394,0.001893939393939394,0.003787878787878788,0.0
2,0.0,0.0012626262626262627,0.0,0.001785623184814514,0.003787878787878788,0.0
3,0.0,0.000946969696969697,0.0,0.0016401996283796185,0.003787878787878788,0.0
4,0.0,0.0007575757575757576,0.0,0.001515151515151515,0.003787878787878788,0.0
5,0.0045045045045045045,0.001382063882063882,0.0,0.0019654508854259757,0.0045045045045045045,0.0
6,0.0,0.0011846261846261846,0.0,0.001882825087151505,0.0045045045045045045,0.0
7,0.003745318352059925,0.0015047127055554021,0.0,0.0019542490082817446,0.0045045045045045045,0.0
8,0.005649717514124294,0.00196526879539639,0.0,0.00225646653831984,0.005649717514124294,0.0
9,0.0,0.001768741915856751,0.0,0.0022203788965254783,0.005649717514124294,0.0
10,0.0,0.00160794719623341,0.0,0.002177255738221843,0.005649717514124294,0.0
11,0.0,0.0014739515965472925,0.0,0.002131410025915383,0.005649717514124294,0.0
12,0.0,0.001360570704505193,0.0,0.002085117959123882,0.005649717514124294,0.0
13,0.0,0.001263387082754822,0.0,0.0020395946235577367,0.005649717514124294,0.0
14,0.0,0.001179161277237834,0.0,0.0019954779598613413,0.005649717514124294,0.0
15,0.0,0.0011054636974104693,0.0,0.001953082568495318,0.005649717514124294,0.0
16,0.0,0.0010404364210922065,0.0,0.0019125386424815117,0.005649717514124294,0.0
17,0.0,0.000982634397698195,0.0,0.0018738705875321958,0.005649717514124294,0.0
18,0.0,0.0009309167978193425,0.0,0.001837042653226002,0.005649717514124294,0.0
19,0.0,0.0008843709579283755,0.0,0.0018019859081843577,0.005649717514124294,0.0
20,0.0,0.0008422580551698814,0.0,0.001768614373282003,0.005649717514124294,0.0
21,0.004629629629629629,0.0010144113085544153,0.0,0.0018995227622374464,0.005649717514124294,0.0
22,0.0,0.0009703064690520495,0.0,0.0018692523242410124,0.005649717514124294,0.0
